날짜,계절,휴일유무,출근길유무,날씨,온도,체감온도,습도,풍속,비회원대여,회원대여,합계대여,카테고리
2011-01-12 02:00:00,봄,예,아니오,맑음,5.74 도,7.58 도,86,8.9981,0,1,1,매우적음
2011-01-12 05:00:00,봄,예,아니오,맑음,5.74 도,7.58 도,86,11.0014,0,5,5,매우적음
2011-01-12 06:00:00,봄,예,아니오,맑음,4.92 도,7.58 도,93,8.9981,0,16,16,매우적음
2011-01-12 07:00:00,봄,예,아니오,맑음,5.74 도,7.58 도,69,8.9981,0,54,54,적음
2011-01-12 08:00:00,봄,예,아니오,맑음,6.56 도,8.34 도,59,11.0014,3,125,128,적음
2011-01-12 09:00:00,봄,예,아니오,맑음,6.56 도,6.82 도,59,22.0028,3,78,81,적음
2011-01-12 10:00:00,봄,예,아니오,맑음,7.38 도,9.09 도,55,15.0013,0,39,39,매우적음
2011-01-12 11:00:00,봄,예,아니오,맑음,8.20 도,9.09 도,51,26.0027,3,32,35,매우적음
2011-01-12 12:00:00,봄,예,아니오,맑음,8.20 도,7.58 도,47,39.0007,3,52,55,적음
2011-01-12 13:00:00,봄,예,아니오,맑음,9.02 도,9.85 도,44,23.9994,0,49,49,매우적음
2011-01-12 14:00:00,봄,예,아니오,맑음,8.20 도,9.09 도,47,22.0028,0,44,44,매우적음
2011-01-12 15:00:00,봄,예,아니오,맑음,8.20 도,8.34 도,47,27.9993,1,48,49,매우적음
2011-01-12 16:00:00,봄,예,아니오,맑음,9.02 도,9.85 도,44,22.0028,5,63,68,적음
2011-01-12 17:00:00,봄,예,아니오,맑음,8.20 도,9.09 도,47,23.9994,0,139,139,적음
2011-01-12 18:00:00,봄,예,아니오,맑음,8.20 도,7.58 도,47,35.0008,2,135,137,적음
2011-01-12 19:00:00,봄,예,아니오,맑음,7.38 도,7.58 도,47,27.9993,1,82,83,적음
2011-01-12 20:00:00,봄,예,아니오,맑음,6.56 도,6.82 도,50,22.0028,2,54,56,적음
2011-01-12 21:00:00,봄,예,아니오,맑음,6.56 도,6.82 도,55,22.0028,0,57,57,적음
2011-01-12 22:00:00,봄,예,아니오,맑음,6.56 도,6.06 도,55,30.0026,1,32,33,매우적음
2011-01-12 23:00:00,봄,예,아니오,맑음,5.74 도,5.30 도,59,27.9993,1,19,20,매우적음
2011-01-13 00:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,59,19.0012,1,6,7,매우적음
2011-01-13 01:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,50,19.0012,0,2,2,매우적음
2011-01-13 02:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,50,23.9994,0,2,2,매우적음
2011-01-13 03:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,50,22.0028,0,3,3,매우적음
2011-01-13 04:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,50,16.9979,0,4,4,매우적음
2011-01-13 05:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,50,19.9995,0,3,3,매우적음
2011-01-13 06:00:00,봄,예,아니오,맑음,4.92 도,7.58 도,54,8.9981,0,28,28,매우적음
2011-01-13 07:00:00,봄,예,아니오,맑음,4.92 도,7.58 도,54,8.9981,0,72,72,적음
2011-01-13 08:00:00,봄,예,아니오,맑음,5.74 도,6.82 도,50,12.998,5,197,202,보통
2011-01-13 09:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,50,22.0028,2,137,139,적음
2011-01-13 10:00:00,봄,예,아니오,흐림,6.56 도,6.82 도,50,23.9994,2,36,38,매우적음
2011-01-13 11:00:00,봄,예,아니오,흐림,8.20 도,8.34 도,44,30.0026,4,33,37,매우적음
2011-01-13 12:00:00,봄,예,아니오,맑음,8.20 도,8.34 도,44,27.9993,3,49,52,적음
2011-01-13 13:00:00,봄,예,아니오,맑음,9.02 도,9.85 도,41,30.0026,2,81,83,적음
2011-01-13 14:00:00,봄,예,아니오,맑음,9.02 도,9.85 도,41,26.0027,3,39,42,매우적음
2011-01-13 15:00:00,봄,예,아니오,맑음,9.84 도,10.61 도,38,19.9995,5,55,60,적음
2011-01-13 16:00:00,봄,예,아니오,맑음,9.84 도,10.61 도,38,23.9994,2,76,78,적음
2011-01-13 17:00:00,봄,예,아니오,맑음,8.20 도,9.09 도,40,19.0012,4,158,162,보통
2011-01-13 18:00:00,봄,예,아니오,맑음,8.20 도,9.09 도,40,22.0028,3,141,144,적음
2011-01-13 19:00:00,봄,예,아니오,맑음,6.56 도,7.58 도,47,16.9979,1,98,99,적음
2011-01-13 20:00:00,봄,예,아니오,맑음,6.56 도,7.58 도,47,15.0013,0,64,64,적음
2011-01-13 21:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,46,19.9995,0,40,40,매우적음
2011-01-13 22:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,46,22.0028,0,30,30,매우적음
2011-01-13 23:00:00,봄,예,아니오,맑음,4.92 도,6.82 도,50,12.998,1,14,15,매우적음
2011-01-14 00:00:00,봄,예,아니오,맑음,4.92 도,6.82 도,50,12.998,0,14,14,매우적음
2011-01-14 01:00:00,봄,예,아니오,맑음,4.10 도,6.06 도,54,11.0014,0,5,5,매우적음
2011-01-14 02:00:00,봄,예,아니오,맑음,4.10 도,6.06 도,54,8.9981,0,1,1,매우적음
2011-01-14 03:00:00,봄,예,아니오,맑음,4.10 도,6.82 도,54,7.0015,0,1,1,매우적음
2011-01-14 05:00:00,봄,예,아니오,맑음,4.10 도,6.82 도,54,6.0032,0,8,8,매우적음
2011-01-14 06:00:00,봄,예,아니오,맑음,4.10 도,9.09 도,54,0.0,0,17,17,매우적음
2011-01-14 07:00:00,봄,예,아니오,맑음,4.10 도,6.06 도,74,11.0014,0,70,70,적음
2011-01-14 08:00:00,봄,예,아니오,맑음,4.92 도,8.34 도,68,0.0,2,156,158,보통
2011-01-14 09:00:00,봄,예,아니오,맑음,5.74 도,7.58 도,69,8.9981,0,117,117,적음
2011-01-14 10:00:00,봄,예,아니오,맑음,7.38 도,9.09 도,55,12.998,4,40,44,매우적음
2011-01-14 11:00:00,봄,예,아니오,맑음,7.38 도,8.34 도,51,19.0012,6,47,53,적음
2011-01-14 12:00:00,봄,예,아니오,맑음,8.20 도,9.85 도,44,16.9979,2,59,61,적음
2011-01-14 13:00:00,봄,예,아니오,맑음,9.02 도,9.85 도,37,26.0027,4,73,77,적음
2011-01-14 14:00:00,봄,예,아니오,맑음,9.02 도,10.61 도,41,19.0012,5,59,64,적음
2011-01-14 15:00:00,봄,예,아니오,맑음,9.84 도,12.12 도,38,11.0014,9,59,68,적음
2011-01-14 16:00:00,봄,예,아니오,맑음,9.02 도,12.12 도,41,7.0015,3,87,90,적음
2011-01-14 17:00:00,봄,예,아니오,맑음,9.02 도,11.37 도,41,11.0014,4,155,159,보통
2011-01-14 18:00:00,봄,예,아니오,맑음,8.20 도,12.88 도,47,0.0,5,134,139,적음
2011-01-14 19:00:00,봄,예,아니오,맑음,6.56 도,9.85 도,59,6.0032,3,89,92,적음
2011-01-14 20:00:00,봄,예,아니오,맑음,7.38 도,12.12 도,59,0.0,0,68,68,적음
2011-01-14 21:00:00,봄,예,아니오,맑음,6.56 도,11.37 도,69,0.0,4,48,52,적음
2011-01-14 22:00:00,봄,예,아니오,흐림,6.56 도,11.37 도,69,0.0,2,34,36,매우적음
2011-01-14 23:00:00,봄,예,아니오,흐림,7.38 도,12.12 도,55,0.0,1,26,27,매우적음
2011-01-15 00:00:00,봄,예,예,맑음,7.38 도,12.12 도,55,0.0,3,25,28,매우적음
2011-01-15 01:00:00,봄,예,예,흐림,6.56 도,9.85 도,59,6.0032,2,18,20,매우적음
2011-01-15 02:00:00,봄,예,예,흐림,6.56 도,9.85 도,59,6.0032,0,12,12,매우적음
2011-01-15 03:00:00,봄,예,예,흐림,6.56 도,11.37 도,59,0.0,1,7,8,매우적음
2011-01-15 04:00:00,봄,예,예,흐림,6.56 도,11.37 도,59,0.0,0,5,5,매우적음
2011-01-15 05:00:00,봄,예,예,맑음,6.56 도,11.37 도,59,0.0,0,1,1,매우적음
2011-01-15 06:00:00,봄,예,예,맑음,5.74 도,8.34 도,63,7.0015,1,2,3,매우적음
2011-01-15 07:00:00,봄,예,예,맑음,5.74 도,10.61 도,63,0.0,1,9,10,매우적음
2011-01-15 08:00:00,봄,예,예,맑음,5.74 도,7.58 도,63,8.9981,1,22,23,매우적음
2011-01-15 09:00:00,봄,예,예,맑음,6.56 도,9.09 도,64,8.9981,2,31,33,매우적음
2011-01-15 10:00:00,봄,예,예,맑음,7.38 도,9.85 도,59,11.0014,2,57,59,적음
2011-01-15 11:00:00,봄,예,예,맑음,8.20 도,9.85 도,55,15.0013,18,54,72,적음
2011-01-15 12:00:00,봄,예,예,맑음,9.84 도,11.37 도,48,15.0013,15,74,89,적음
2011-01-15 13:00:00,봄,예,예,맑음,11.48 도,12.88 도,38,19.9995,21,80,101,적음
2011-01-15 14:00:00,봄,예,예,맑음,12.30 도,14.39 도,39,19.0012,26,92,118,적음
2011-01-15 15:00:00,봄,예,예,흐림,13.12 도,15.91 도,36,12.998,21,108,129,적음
2011-01-15 16:00:00,봄,예,예,흐림,13.94 도,16.66 도,34,12.998,33,95,128,적음
2011-01-15 17:00:00,봄,예,예,흐림,13.12 도,15.15 도,36,19.0012,29,54,83,적음
2011-01-15 18:00:00,봄,예,예,흐림,12.30 도,14.39 도,45,16.9979,15,69,84,적음
2011-01-15 19:00:00,봄,예,예,흐림,13.12 도,15.15 도,39,16.9979,14,60,74,적음
2011-01-15 20:00:00,봄,예,예,흐림,13.12 도,15.15 도,39,16.9979,6,35,41,매우적음
2011-01-15 21:00:00,봄,예,예,흐림,13.12 도,15.15 도,39,15.0013,6,51,57,적음
2011-01-15 22:00:00,봄,예,예,흐림,12.30 도,15.91 도,42,7.0015,0,26,26,매우적음
2011-01-15 23:00:00,봄,예,예,맑음,12.30 도,14.39 도,45,19.0012,5,39,44,매우적음
2011-01-16 00:00:00,봄,예,예,맑음,10.66 도,15.15 도,56,0.0,6,33,39,매우적음
2011-01-16 01:00:00,봄,예,예,맑음,10.66 도,13.63 도,56,8.9981,4,19,23,매우적음
2011-01-16 02:00:00,봄,예,예,맑음,10.66 도,14.39 도,56,6.0032,3,13,16,매우적음
2011-01-16 03:00:00,봄,예,예,맑음,9.02 도,13.63 도,69,0.0,9,6,15,매우적음
2011-01-16 04:00:00,봄,예,예,맑음,10.66 도,12.88 도,56,11.0014,0,1,1,매우적음
2011-01-16 05:00:00,봄,예,예,흐림,10.66 도,12.88 도,56,11.0014,1,1,2,매우적음
2011-01-16 06:00:00,봄,예,예,흐림,10.66 도,12.88 도,56,11.0014,0,1,1,매우적음
2011-01-16 07:00:00,봄,예,예,흐림,9.84 도,10.61 도,56,19.9995,0,3,3,매우적음
2011-01-16 08:00:00,봄,예,예,맑음,9.02 도,10.61 도,55,19.0012,0,18,18,매우적음
2011-01-16 09:00:00,봄,예,예,맑음,9.02 도,10.61 도,51,16.9979,3,29,32,매우적음
2011-01-16 10:00:00,봄,예,예,맑음,9.02 도,10.61 도,51,19.0012,8,71,79,적음
2011-01-16 11:00:00,봄,예,예,맑음,9.84 도,11.37 도,44,16.9979,23,70,93,적음
2011-01-16 12:00:00,봄,예,예,맑음,9.84 도,10.61 도,41,19.0012,29,75,104,적음
2011-01-16 13:00:00,봄,예,예,맑음,10.66 도,11.37 도,35,19.9995,23,95,118,적음
2011-01-16 14:00:00,봄,예,예,맑음,11.48 도,13.63 도,36,16.9979,22,69,91,적음
2011-01-16 15:00:00,봄,예,예,맑음,10.66 도,12.12 도,38,16.9979,35,78,113,적음
2011-01-16 16:00:00,봄,예,예,맑음,9.84 도,11.37 도,38,15.0013,22,77,99,적음
2011-01-16 17:00:00,봄,예,예,맑음,9.02 도,10.61 도,37,16.9979,23,82,105,적음
2011-01-16 18:00:00,봄,예,예,맑음,8.20 도,10.61 도,40,11.0014,11,56,67,적음
2011-01-16 19:00:00,봄,예,예,맑음,7.38 도,9.85 도,47,8.9981,14,47,61,적음
2011-01-16 20:00:00,봄,예,예,맑음,7.38 도,9.85 도,47,11.0014,7,50,57,적음
2011-01-16 21:00:00,봄,예,예,맑음,7.38 도,9.85 도,51,11.0014,6,22,28,매우적음
2011-01-16 22:00:00,봄,예,예,흐림,8.20 도,10.61 도,49,8.9981,2,19,21,매우적음
2011-01-16 23:00:00,봄,예,예,흐림,8.20 도,11.37 도,40,7.0015,0,18,18,매우적음
2011-01-17 00:00:00,봄,아니오,예,흐림,8.20 도,9.85 도,47,15.0013,1,16,17,매우적음
2011-01-17 01:00:00,봄,아니오,예,흐림,8.20 도,9.85 도,44,12.998,1,15,16,매우적음
2011-01-17 02:00:00,봄,아니오,예,흐림,7.38 도,8.34 도,43,16.9979,0,8,8,매우적음
2011-01-17 03:00:00,봄,아니오,예,흐림,7.38 도,9.09 도,43,12.998,0,2,2,매우적음
2011-01-17 04:00:00,봄,아니오,예,흐림,7.38 도,9.85 도,43,8.9981,1,2,3,매우적음
2011-01-17 05:00:00,봄,아니오,예,흐림,7.38 도,9.85 도,43,11.0014,0,1,1,매우적음
2011-01-17 06:00:00,봄,아니오,예,흐림,7.38 도,9.09 도,43,12.998,0,5,5,매우적음
2011-01-17 07:00:00,봄,아니오,예,흐림,6.56 도,9.09 도,50,8.9981,4,9,13,매우적음
2011-01-17 08:00:00,봄,아니오,예,흐림,6.56 도,7.58 도,47,15.0013,3,30,33,매우적음
2011-01-17 09:00:00,봄,아니오,예,흐림,6.56 도,7.58 도,47,15.0013,8,39,47,매우적음
2011-01-17 10:00:00,봄,아니오,예,흐림,6.56 도,7.58 도,50,16.9979,7,50,57,적음
2011-01-17 11:00:00,봄,아니오,예,흐림,6.56 도,7.58 도,55,12.998,9,55,64,적음
2011-01-17 12:00:00,봄,아니오,예,흐림,7.38 도,9.85 도,47,8.9981,10,70,80,적음
2011-01-17 13:00:00,봄,아니오,예,흐림,7.38 도,9.85 도,47,8.9981,13,80,93,적음
2011-01-17 14:00:00,봄,아니오,예,흐림,7.38 도,10.61 도,43,7.0015,12,74,86,적음
2011-01-17 15:00:00,봄,아니오,예,흐림,8.20 도,10.61 도,47,11.0014,21,72,93,적음
2011-01-17 16:00:00,봄,아니오,예,흐림,8.20 도,10.61 도,47,11.0014,6,76,82,적음
2011-01-17 17:00:00,봄,아니오,예,맑음,8.20 도,9.85 도,51,12.998,4,67,71,적음
2011-01-17 18:00:00,봄,아니오,예,흐림,7.38 도,8.34 도,55,16.9979,7,85,92,적음
2011-01-17 19:00:00,봄,아니오,예,비,7.38 도,9.09 도,59,12.998,2,58,60,적음
2011-01-17 20:00:00,봄,아니오,예,비,6.56 도,7.58 도,80,12.998,4,29,33,매우적음
2011-01-17 21:00:00,봄,아니오,예,비,6.56 도,7.58 도,80,12.998,3,24,27,매우적음
2011-01-17 22:00:00,봄,아니오,예,비,5.74 도,6.06 도,93,16.9979,0,13,13,매우적음
2011-01-17 23:00:00,봄,아니오,예,비,6.56 도,6.82 도,86,19.0012,1,3,4,매우적음
2011-01-18 12:00:00,봄,예,아니오,흐림,8.20 도,9.09 도,86,22.0028,0,3,3,매우적음
2011-01-18 13:00:00,봄,예,아니오,흐림,8.20 도,9.85 도,86,15.0013,0,22,22,매우적음
2011-01-18 14:00:00,봄,예,아니오,흐림,9.02 도,11.37 도,80,11.0014,2,26,28,매우적음
2011-01-18 15:00:00,봄,예,아니오,흐림,9.02 도,11.37 도,87,11.0014,3,32,35,매우적음
2011-01-18 16:00:00,봄,예,아니오,흐림,9.02 도,11.37 도,87,12.998,0,61,61,적음
2011-01-18 17:00:00,봄,예,아니오,흐림,9.02 도,11.37 도,82,12.998,1,124,125,적음
2011-01-18 18:00:00,봄,예,아니오,흐림,9.02 도,11.37 도,80,11.0014,1,132,133,적음
2011-01-18 19:00:00,봄,예,아니오,흐림,9.02 도,11.37 도,80,8.9981,1,98,99,적음
2011-01-18 20:00:00,봄,예,아니오,흐림,9.02 도,13.63 도,87,0.0,0,83,83,적음
2011-01-18 21:00:00,봄,예,아니오,흐림,9.02 도,12.12 도,93,7.0015,0,41,41,매우적음
2011-01-18 22:00:00,봄,예,아니오,흐림,9.02 도,12.88 도,93,6.0032,0,33,33,매우적음
2011-01-18 23:00:00,봄,예,아니오,흐림,9.02 도,13.63 도,93,0.0,1,19,20,매우적음
2011-01-19 00:00:00,봄,예,아니오,흐림,9.02 도,13.63 도,93,0.0,0,3,3,매우적음
2011-01-19 01:00:00,봄,예,아니오,비,9.02 도,11.37 도,93,8.9981,1,6,7,매우적음
2011-01-19 02:00:00,봄,예,아니오,비,9.02 도,11.37 도,93,8.9981,0,3,3,매우적음
2011-01-19 04:00:00,봄,예,아니오,비,9.02 도,11.37 도,93,8.9981,1,1,2,매우적음
2011-01-19 05:00:00,봄,예,아니오,흐림,9.02 도,12.88 도,93,6.0032,0,7,7,매우적음
2011-01-19 06:00:00,봄,예,아니오,흐림,9.02 도,12.88 도,93,6.0032,0,32,32,매우적음
2011-01-19 07:00:00,봄,예,아니오,흐림,9.84 도,12.88 도,92,7.0015,1,89,90,적음
2011-01-19 08:00:00,봄,예,아니오,흐림,9.84 도,12.88 도,93,7.0015,1,196,197,보통
2011-01-19 09:00:00,봄,예,아니오,흐림,9.84 도,12.88 도,93,7.0015,2,107,109,적음
2011-01-19 10:00:00,봄,예,아니오,흐림,10.66 도,13.63 도,93,8.9981,1,46,47,매우적음
2011-01-19 11:00:00,봄,예,아니오,흐림,11.48 도,15.15 도,87,6.0032,5,47,52,적음
2011-01-19 12:00:00,봄,예,아니오,흐림,12.30 도,15.91 도,81,6.0032,5,65,70,적음
2011-01-19 13:00:00,봄,예,아니오,맑음,16.40 도,20.45 도,62,19.0012,11,67,78,적음
2011-01-19 14:00:00,봄,예,아니오,맑음,16.40 도,20.45 도,58,16.9979,7,68,75,적음
2011-01-19 15:00:00,봄,예,아니오,맑음,16.40 도,20.45 도,54,19.0012,4,78,82,적음
2011-01-19 16:00:00,봄,예,아니오,맑음,15.58 도,19.70 도,58,26.0027,10,94,104,적음
2011-01-19 17:00:00,봄,예,아니오,맑음,14.76 도,16.66 도,57,22.0028,7,190,197,보통
2011-01-19 18:00:00,봄,예,아니오,맑음,13.94 도,15.91 도,61,19.0012,5,156,161,보통
2011-01-19 19:00:00,봄,예,아니오,맑음,13.12 도,14.39 도,57,27.9993,4,108,112,적음
2011-01-19 20:00:00,봄,예,아니오,맑음,13.12 도,15.15 도,49,19.9995,2,74,76,적음
2011-01-19 21:00:00,봄,예,아니오,맑음,13.12 도,14.39 도,49,27.9993,4,55,59,적음
2011-01-19 22:00:00,봄,예,아니오,맑음,12.30 도,15.15 도,52,11.0014,6,53,59,적음
2011-01-19 23:00:00,봄,예,아니오,맑음,12.30 도,13.63 도,52,31.0009,1,27,28,매우적음
2011-02-01 00:00:00,봄,예,아니오,흐림,6.56 도,9.09 도,64,7.0015,2,6,8,매우적음
2011-02-01 01:00:00,봄,예,아니오,흐림,6.56 도,9.09 도,69,7.0015,0,3,3,매우적음
2011-02-01 02:00:00,봄,예,아니오,흐림,6.56 도,11.37 도,69,0.0,0,2,2,매우적음
2011-02-01 03:00:00,봄,예,아니오,흐림,6.56 도,11.37 도,69,0.0,0,2,2,매우적음
2011-02-01 05:00:00,봄,예,아니오,비,5.74 도,10.61 도,93,0.0,0,3,3,매우적음
2011-02-01 06:00:00,봄,예,아니오,비,5.74 도,10.61 도,93,0.0,0,22,22,매우적음
2011-02-01 07:00:00,봄,예,아니오,비,6.56 도,11.37 도,93,0.0,0,52,52,적음
2011-02-01 08:00:00,봄,예,아니오,비,6.56 도,11.37 도,93,0.0,3,132,135,적음
2011-02-01 09:00:00,봄,예,아니오,흐림,6.56 도,11.37 도,93,0.0,2,114,116,적음
2011-02-01 10:00:00,봄,예,아니오,흐림,6.56 도,11.37 도,93,0.0,0,47,47,매우적음
2011-02-01 11:00:00,봄,예,아니오,흐림,7.38 도,12.12 도,86,0.0,2,49,51,적음
2011-02-01 12:00:00,봄,예,아니오,흐림,8.20 도,12.88 도,86,0.0,2,53,55,적음
2011-02-01 13:00:00,봄,예,아니오,흐림,8.20 도,12.88 도,86,0.0,3,49,52,적음
2011-02-01 14:00:00,봄,예,아니오,흐림,9.02 도,12.88 도,80,6.0032,5,49,54,적음
2011-02-01 15:00:00,봄,예,아니오,흐림,9.84 도,14.39 도,75,0.0,7,45,52,적음
2011-02-01 16:00:00,봄,예,아니오,흐림,9.84 도,12.12 도,75,8.9981,3,61,64,적음
2011-02-01 17:00:00,봄,예,아니오,흐림,9.84 도,14.39 도,75,0.0,4,172,176,보통
2011-02-01 18:00:00,봄,예,아니오,흐림,9.84 도,12.88 도,81,7.0015,3,165,168,보통
2011-02-01 19:00:00,봄,예,아니오,흐림,9.84 도,12.12 도,81,8.9981,3,105,108,적음
2011-02-01 20:00:00,봄,예,아니오,흐림,9.02 도,11.37 도,87,8.9981,5,69,74,적음
2011-02-01 21:00:00,봄,예,아니오,흐림,9.02 도,11.37 도,87,8.9981,0,64,64,적음
2011-02-01 22:00:00,봄,예,아니오,흐림,9.02 도,12.88 도,87,6.0032,2,34,36,매우적음
2011-02-01 23:00:00,봄,예,아니오,비,8.20 도,9.85 도,93,12.998,1,15,16,매우적음
2011-02-02 00:00:00,봄,예,아니오,비,9.02 도,12.12 도,93,7.0015,0,2,2,매우적음
2011-02-02 01:00:00,봄,예,아니오,비,9.02 도,11.37 도,93,12.998,0,3,3,매우적음
2011-02-02 02:00:00,봄,예,아니오,비,9.02 도,11.37 도,93,8.9981,4,0,4,매우적음
2011-02-02 03:00:00,봄,예,아니오,비,9.02 도,11.37 도,93,8.9981,0,1,1,매우적음
2011-02-02 04:00:00,봄,예,아니오,비,9.02 도,10.61 도,93,19.0012,0,1,1,매우적음
2011-02-02 05:00:00,봄,예,아니오,비,9.02 도,12.12 도,93,7.0015,0,3,3,매우적음
2011-02-02 06:00:00,봄,예,아니오,비,9.02 도,12.12 도,93,7.0015,1,17,18,매우적음
2011-02-02 07:00:00,봄,예,아니오,비,9.02 도,10.61 도,93,15.0013,1,48,49,매우적음
2011-02-02 08:00:00,봄,예,아니오,비,9.02 도,10.61 도,93,15.0013,1,154,155,보통
2011-02-02 09:00:00,봄,예,아니오,흐림,9.84 도,12.88 도,93,6.0032,4,119,123,적음
2011-02-02 10:00:00,봄,예,아니오,흐림,9.02 도,13.63 도,100,0.0,2,59,61,적음
2011-02-02 11:00:00,봄,예,아니오,흐림,9.84 도,11.37 도,93,12.998,5,47,52,적음
2011-02-02 12:00:00,봄,예,아니오,흐림,9.84 도,11.37 도,93,15.0013,3,61,64,적음
2011-02-02 13:00:00,봄,예,아니오,맑음,13.94 도,16.66 도,93,11.0014,1,74,75,적음
2011-02-02 14:00:00,봄,예,아니오,맑음,15.58 도,19.70 도,82,26.0027,2,61,63,적음
2011-02-02 15:00:00,봄,예,아니오,맑음,15.58 도,19.70 도,76,22.0028,10,66,76,적음
2011-02-02 16:00:00,봄,예,아니오,맑음,14.76 도,16.66 도,71,19.9995,8,95,103,적음
2011-02-02 17:00:00,봄,예,아니오,맑음,14.76 도,15.91 도,53,35.0008,7,183,190,보통
2011-02-02 18:00:00,봄,예,아니오,맑음,13.94 도,14.39 도,42,36.9974,7,175,182,보통
2011-02-02 19:00:00,봄,예,아니오,맑음,11.48 도,12.12 도,45,32.9975,3,88,91,적음
2011-02-02 20:00:00,봄,예,아니오,맑음,9.84 도,9.85 도,48,36.9974,4,71,75,적음
2011-02-02 21:00:00,봄,예,아니오,맑음,9.02 도,9.85 도,47,22.0028,1,62,63,적음
2011-02-02 22:00:00,봄,예,아니오,맑음,9.02 도,10.61 도,44,16.9979,5,35,40,매우적음
2011-02-02 23:00:00,봄,예,아니오,맑음,8.20 도,8.34 도,44,30.0026,3,29,32,매우적음
2011-02-03 00:00:00,봄,예,아니오,맑음,8.20 도,8.34 도,40,30.0026,1,11,12,매우적음
2011-02-03 01:00:00,봄,예,아니오,맑음,8.20 도,7.58 도,44,35.0008,0,5,5,매우적음
2011-02-03 02:00:00,봄,예,아니오,맑음,7.38 도,8.34 도,43,16.9979,0,2,2,매우적음
2011-02-03 03:00:00,봄,예,아니오,맑음,7.38 도,8.34 도,43,16.9979,0,1,1,매우적음
2011-02-03 05:00:00,봄,예,아니오,맑음,6.56 도,6.82 도,50,19.9995,0,2,2,매우적음
2011-02-03 06:00:00,봄,예,아니오,맑음,6.56 도,6.82 도,43,23.9994,0,39,39,매우적음
2011-02-03 07:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,50,22.0028,1,86,87,적음
2011-02-03 08:00:00,봄,예,아니오,맑음,5.74 도,6.06 도,50,23.9994,4,184,188,보통
2011-02-03 09:00:00,봄,예,아니오,맑음,6.56 도,6.82 도,47,19.9995,6,127,133,적음
2011-02-03 10:00:00,봄,예,아니오,맑음,7.38 도,7.58 도,43,22.0028,2,50,52,적음
2011-02-03 11:00:00,봄,예,아니오,맑음,7.38 도,6.82 도,43,30.0026,9,55,64,적음
2011-02-03 12:00:00,봄,예,아니오,맑음,8.20 도,9.09 도,40,23.9994,2,67,69,적음
2011-02-03 13:00:00,봄,예,아니오,맑음,8.20 도,8.34 도,40,27.9993,4,47,51,적음
2011-02-03 14:00:00,봄,예,아니오,맑음,9.02 도,9.85 도,37,26.0027,4,43,47,매우적음
2011-02-03 15:00:00,봄,예,아니오,맑음,9.02 도,9.85 도,37,22.0028,4,56,60,적음
2011-02-03 16:00:00,봄,예,아니오,맑음,9.02 도,10.61 도,37,16.9979,5,73,78,적음
2011-02-03 17:00:00,봄,예,아니오,맑음,8.20 도,9.85 도,40,12.998,5,170,175,보통
2011-02-03 18:00:00,봄,예,아니오,맑음,8.20 도,10.61 도,40,11.0014,2,145,147,적음
2011-02-03 19:00:00,봄,예,아니오,맑음,8.20 도,12.88 도,40,0.0,4,92,96,적음
2011-02-03 20:00:00,봄,예,아니오,맑음,8.20 도,11.37 도,47,6.0032,1,108,109,적음
2011-02-03 21:00:00,봄,예,아니오,맑음,7.38 도,10.61 도,55,7.0015,1,53,54,적음
